ticker,date,time,title,compound
AMD,2023-07-28,02:59AM,"India keen to be 'trusted' chip partner, supplier - Modi",0.3612
AMD,2023-07-28,02:30AM,"AMD Announces Plan to Invest Approximately $400 Million Over the Next Five Years to Expand Research, Development and Engineering Operations in India",0.3182
AMD,2023-07-28,01:49AM,U.S. chipmaker AMD to invest $400 million in India by 2028,0.0
AMD,2023-07-28,01:44AM,U.S. chipmaker AMD to invest $400 mln in India by 2028,0.0
AAPL,2023-08-04,07:15PM,Weekly Roundup,0.0
AAPL,2023-08-04,04:51PM,"PayPal Stock Falls for 4th Day. Analyst Raises Concern Over Margins, Apple.",0.0
AAPL,2023-08-04,04:49PM,"Apple falls, Icahn slides, Google court victory: Top stories",0.2023
AAPL,2023-08-04,04:42PM,US STOCKS-Wall Street ends lower after US jobs report; Apple weighs,-0.296
AAPL,2023-08-04,04:28PM,Apple Faces Longest Sales Drop in Decades as iPhone Slumps,-0.2732
AAPL,2023-08-04,04:27PM,"Apple, Amazon, Icahn Enterprises, Fortinet, Block, and More Stock Market Movers",-0.296
AAPL,2023-08-04,04:13PM,"Stock Market Today: Markets Churn After July Jobs Report, Amazon Soars on Q2 Earnings",0.1779
AAPL,2023-08-04,04:11PM,Apple Loses Historic $3 Trillion Crown as Sales Disappoint,-0.6124
AAPL,2023-08-04,04:05PM,Apple stock falls 5% as hardware slowdown overshadows another record quarter for services,0.0
AAPL,2023-08-04,04:02PM,Apple Stock Drops As iPhone Maker's Sales Decline For Third Straight Quarter,0.2263
AAPL,2023-08-04,04:01PM,"US STOCKS-Wall Street closes lower after US jobs report, Apple weighs",-0.296
AAPL,2023-08-04,03:38PM,Apple Crushes Quarter Once Again,-0.4404
AAPL,2023-08-04,03:35PM,Apple's June Quarter Had an Unexpected Surprise,0.2732
AAPL,2023-08-04,03:26PM,Best Dow Jones Stocks To Buy And Watch In August 2023: Apple Dives On Earnings,0.6369
AAPL,2023-08-04,02:37PM,Here's Our Take on Amazon's June Quarter,0.0
AAPL,2023-08-04,02:34PM,Apple Stock Drops After Revenue Falls Again,0.0
AAPL,2023-08-04,02:18PM,Amazon Just Won Earnings Season. Heres Who Lost.,0.4767
AAPL,2023-08-04,01:52PM,"Apple Gets a Rare Downgrade. U.S. Slowdown Likely to Last, Analyst Says.",0.0
AAPL,2023-08-04,01:44PM,"Market Update: ILMN, AAPL, AMZN, ECL, ETR, KIM, MDT, PRU, SQ",0.0
AAPL,2023-08-04,01:44PM,Analyst Report: Apple Inc,0.0
AAPL,2023-08-04,01:28PM,"These Stocks Are Moving the Most Today: Apple, Amazon, Icahn Enterprises, Fortinet, Block, and More",-0.235
AAPL,2023-08-04,12:38PM,"Apple Stock Lacks Catalysts, Says Analyst. U.S. Slowdown Likely to Last.",0.0
AAPL,2023-08-04,12:36PM,"Markets Higher Midday After Upbeat Earnings, July Jobs Report",0.0
AAPL,2023-08-04,12:34PM,"Nikola's Abrupt CEO Transition, Carl Icahn Led Icahn Enterprises Cuts Dividend Payout, FDA Rejects Mesoblast's Cell Therapy For Kids: Today's Top Stories",-0.5574
AAPL,2023-08-04,12:22PM,"These Stocks Are Moving the Most Today: Apple, Amazon, Icahn Enterprises, Fortinet, Block, and More",-0.235
AAPL,2023-08-04,12:20PM,US STOCKS-Wall St rises on Amazon boost; bond yields fall,0.5267
AAPL,2023-08-04,12:13PM,"Apple's (AAPL) Q3 Earnings Beat Estimates, Revenues Decline Y/Y",0.0
AAPL,2023-08-04,12:07PM,"Amazon, Booking Holdings rise; Apple, Monster Beverage fall, Friday, 8/4/2023",0.1779
AAPL,2023-08-04,11:36AM,Apple's hardware slowdown overshadows another record quarter for services,0.0
AAPL,2023-08-04,11:33AM,Apple stock falls on declining sales despite earnings beat,0.0
AAPL,2023-08-04,11:20AM,"Apple's Quarter Was Not the Greatest, But Here Are Trade Possibilities",-0.2924
AAPL,2023-08-04,10:51AM,"Market Rally Under Pressure As Yields Soar; Amazon, ELF, Caterpillar Are Earnings Winners: Weekly Review",0.3818
AAPL,2023-08-04,10:46AM,Apple's Cautiously Navigating Through No Man's Land Amid A Maturing Smartphone Market And Upcoming AI Innovations,-0.296
AAPL,2023-08-04,10:46AM,Apple Inc. (NASDAQ:AAPL) Q3 2023 Earnings Call Transcript,0.0
AAPL,2023-08-04,10:38AM,Tech Options Bets Soar to New Heights,0.0
AAPL,2023-08-04,10:29AM,Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio?,0.0
AAPL,2023-08-04,10:27AM,Apple Stock Is Dropping After Its Revenue Falls Again,0.0
AAPL,2023-08-04,10:20AM,Amazon Knocked Q2 Out Of The Park,0.1779
AAPL,2023-08-04,10:19AM,"Stocks to Watch Friday: Amazon.com, Apple, Icahn Enterprises, Block",-0.4404
AAPL,2023-08-04,10:11AM,Stellar Earnings Arent Enough to Juice Stock Prices,0.0
AAPL,2023-08-04,09:56AM,Apple Stock Sees Largest Decline Since February,0.0
AAPL,2023-08-04,09:56AM,Apple May Have an iPhone Problem as Key September Launch Looms,-0.5106
AAPL,2023-08-04,09:55AM,"US STOCKS-Wall St rises on Amazon boost, US jobs growth remains moderate",0.7184
AAPL,2023-08-04,09:47AM,Apple's services will be the long-term growth driver: Analyst,0.3818
AAPL,2023-08-04,09:38AM,"Apple downgraded, Amazon upgraded: Wall Street's top analyst calls",0.3612
AAPL,2023-08-04,09:28AM,Apple Stock Falls After Earnings. 2 Good Reasons Not to Buy the Dip.,0.4404
AAPL,2023-08-04,09:24AM,Wedbush's Dan Ives and Jim Cramer Agree on the Strength of One Tech Stock,0.6908
AAPL,2023-08-04,09:20AM,Does Apple Have An iPhone Problem As Key September Launch Looms?,-0.5106
AAPL,2023-08-04,09:03AM,Everyone's Watching These 2 Stocks Friday Morning,0.0
AAPL,2023-08-04,08:57AM,"Apple iPhone sales drop more than analysts' estimates, revenue falls for third straight quarter",-0.0516
AAPL,2023-08-04,08:51AM,1 'Magnificent Seven' Stock Has Warren Buffett's Berkshire Hathaway Betting Big,0.5994
AAPL,2023-08-04,08:34AM,Q3 2023 Apple Inc Earnings Call,0.0
AAPL,2023-08-04,08:16AM,"Apple, Samsung Halt India Laptop Imports After Sudden Curbs",0.0
AAPL,2023-08-04,08:14AM,Apple: follow the R&D money to where devices giant is headed,0.0
AAPL,2023-08-04,08:06AM,Apple Stock Dips After Earnings. Quarterly Sales Fell 1%.,0.0
AAPL,2023-08-04,07:50AM,"Amazon Gains, Apple Doesn't With Jobs Report on Tap",0.4767
AAPL,2023-08-04,07:13AM,5 Things to Know Before Markets Open,0.0
AAPL,2023-08-04,07:12AM,Apple Earnings Beat Estimates as Service Revenue Offsets iPhone Sales Drag,-0.2263
AAPL,2023-08-04,07:12AM,"Market Conditions Are Shifting, but Here's Why Apple May Offer an Opportunity",0.5719
AAPL,2023-08-04,06:43AM,Apple Needs a Plan of Action. What It Can Learn From Amazon.,0.1779
AAPL,2023-08-04,06:42AM,Stock Futures Rebound After Tech Earnings as Jobs Report Looms,-0.1531
AAPL,2023-08-04,06:03AM,"Stocks Nudge Higher, Jobs Data On Deck, Apple Slides, Amazon Surges, DraftKings Soars - 5 Things to Know",0.1779
AAPL,2023-08-04,05:55AM,US STOCKS-Amazon results boost U.S. futures ahead of jobs data,0.4019
AAPL,2023-08-04,05:30AM,Amazon Shines During Apples Off-Season,0.1779
AAPL,2023-08-04,05:16AM,"Helped By Strong Services Growth, Apple Earnings Just Returned to Growth",0.8176
AAPL,2023-08-04,05:13AM,Apple Faces iPhone Headwinds. Why Analysts Are Nervous About the Stock.,-0.2732
AAPL,2023-08-04,05:06AM,"Warren Buffett Has Bought Shares of This Company for 19 Consecutive Quarters -- and No, It's Not Apple",0.0
AAPL,2023-08-04,01:30AM,Amazon vs Apple,0.1779
AAPL,2023-08-04,12:00AM,AI frenzy tests Big Techs newfound cost discipline,-0.3182
AAPL,2023-08-03,11:52PM,F/m Portfolio Manager on Big Tech Earnings,0.0
AAPL,2023-08-03,09:39PM,"Apple Surprises in China, Sets India High During Sales Slump",0.2263
AAPL,2023-08-03,08:47PM,Analyst Report: Apple Inc.,0.0
AAPL,2023-08-03,08:00PM,French News Agency Wants Twitter to Pay Up,-0.1027
AAPL,2023-08-03,06:58PM,Apple posts net sales decrease for third quarter in a row,0.0
AAPL,2023-08-03,06:57PM,Apple profits rise as services arm surpasses 1bn users,0.4404
AAPL,2023-08-03,06:37PM,"Apple Sees Third Straight Quarter of Falling Sales, but Services Unit Hits Record",0.0387
AAPL,2023-08-03,06:06PM,"Apple, Amazon, Airbnb Beat on Earnings, Sales",0.1779
AAPL,2023-08-03,06:00PM,"Compared to Estimates, Apple (AAPL) Q3 Earnings: A Look at Key Metrics",0.0
AAPL,2023-08-03,06:00PM,"Apple iPhone sales drop more than forecast, revenue falls for third straight quarter",-0.0516
AAPL,2023-08-03,05:45PM,Apple (AAPL) Tops Q3 Earnings and Revenue Estimates,0.5106
AAPL,2023-08-03,05:36PM,Apple Sales Fell 1% in the Latest Quarter. The Stock Edges Lower.,-0.296
AAPL,2023-08-03,05:16PM,"Trump arraigned in D.C., Amazon earnings, Apple's declining revenue: Top Stories",0.3612
AAPL,2023-08-03,05:05PM,"Amazon Beats, Apple Disappoints as Earnings Pour In",-0.2263
AAPL,2023-08-03,05:03PM,"Apple earnings beat estimates, services boost results",0.4019
AAPL,2023-08-03,05:01PM,"Apple's earnings top analysts' forecasts, but year-over-year sales drop for third straight quarter",0.0258
AAPL,2023-08-03,04:47PM,US STOCKS-Wall Street closes near flat as Treasury yields surge,0.2023
AAPL,2023-08-03,04:45PM,"Apple Booked Less Revenue From iPhones and Macs, More From Services",0.0
AAPL,2023-08-03,04:44PM,Apple Earnings Top Street As Services Revenues Offset iPhone Slump,0.2023
AAPL,2023-08-03,04:36PM,Apple: Fiscal Q3 Earnings Snapshot,0.0
AAPL,2023-08-03,04:31PM,"Apple profit tops Wall Street targets, weaker iPhone balanced by strong services",0.765
AAPL,2023-08-03,04:30PM,Apple reports third quarter results,0.0
AAPL,2023-08-03,04:15PM,"Stock Market Today: Stocks Barely Budge Ahead of Apple, Amazon Earnings",0.1779
AAPL,2023-08-03,04:04PM,"As Two Chip Stocks Report, Our Plans for a Bullpen Name Become Clearer",0.0
AAPL,2023-08-03,04:00PM,"US STOCKS-Wall Street closes near flat as Treasury yields surge; Apple, Amazon to report",0.3612
AAPL,2023-08-03,02:46PM,Stocks Waver as Bond Yields Pop,0.0
AAPL,2023-08-03,02:35PM,"GLOBAL MARKETS-Wall Street choppy as US yields rise, dollar dips",0.0
AAPL,2023-08-03,02:00PM,"Disneys ESPN Plots Its Streaming Future, Seeking Tie-Ups With Leagues and Rivals",0.0
AAPL,2023-08-03,01:53PM,Apple and Amazon Results Pose Tech Rallys Toughest Hurdle Yet,0.1027
AAPL,2023-08-03,01:49PM,Market Pullback Might Be a Bit 'Nasty': Fred Alger CEO,0.0
AAPL,2023-08-03,01:00PM,"Apples Revenue Outlook: More From Services, Less From iPhone and Mac",0.0
GOOGL,2023-08-04,09:00PM,Americas Most Tech-Forward City Has Doubts About Self-Driving Cars,-0.296
GOOGL,2023-08-04,07:15PM,Weekly Roundup,0.0
GOOGL,2023-08-04,04:52PM,15 Best Countries for International Students to Study and Work,0.6369
GOOGL,2023-08-04,04:49PM,"Apple falls, Icahn slides, Google court victory: Top stories",0.2023
GOOGL,2023-08-04,04:30PM,Google Search Antitrust Suit Narrowed by Federal Judge Ahead of September Trial,0.0
GOOGL,2023-08-04,04:21PM,Google to face trial in US search monopoly case next month,0.0
GOOGL,2023-08-04,04:19PM,UPDATE 3-Judge allows key US antitrust Google search claims to go to trial,0.0
GOOGL,2023-08-04,04:09PM,Google-parent Alphabet ditches nearly 90% of its Robinhood stake,0.0
GOOGL,2023-08-04,02:50PM,Google Wins Limits to Antitrust Claims at Trial Over Search Deals,0.5719
GOOGL,2023-08-04,02:23PM,Judge allows key US antitrust Google search claims to go to trial,0.0
GOOGL,2023-08-04,02:04PM,Judge allows key US antitrust Google search claims to go to trial,0.0
GOOGL,2023-08-04,01:58PM,Google Parent Alphabet's Stock Top Stories: AFP's Lawsuit Against Elon Musk's X and Alphabet's AI Healthcare Venture,-0.0258
GOOGL,2023-08-04,12:34PM,"Nikola's Abrupt CEO Transition, Carl Icahn Led Icahn Enterprises Cuts Dividend Payout, FDA Rejects Mesoblast's Cell Therapy For Kids: Today's Top Stories",-0.5574
GOOGL,2023-08-04,12:18PM,Cloud Services Industry Shows Early Signs of a Comeback,0.0
GOOGL,2023-08-04,11:13AM,Alphabet Cut Its Robinhood Stake. Cathie Wood Is Still Buying.,-0.2732
GOOGL,2023-08-04,10:20AM,Amazon Knocked Q2 Out Of The Park,0.1779
GOOGL,2023-08-04,10:11AM,Stellar Earnings Arent Enough to Juice Stock Prices,0.0
GOOGL,2023-08-04,09:45AM,"AI Lovefest Fuels Massive Bets On Meta, Tesla, Google And Beyond",0.0
GOOGL,2023-08-04,09:03AM,"Amazon earnings squash estimates as layoffs boost profits, and the stock is surging",0.743
GOOGL,2023-08-04,08:57AM,"Apple iPhone sales drop more than analysts' estimates, revenue falls for third straight quarter",-0.0516
GOOGL,2023-08-04,08:30AM,Microsoft vs. Alphabet: Which Trillion-Dollar AI Stock Should You Buy?,0.0
GOOGL,2023-08-04,08:16AM,"""Big Tech"" Earnings Review: ETFs in Focus",0.0
GOOGL,2023-08-04,08:11AM,"Amazon (AMZN) Stock Quotes, Company News And Chart Analysis",0.1779
GOOGL,2023-08-04,08:10AM,"FANG Stocks News & Quotes: Facebook, Amazon, Netflix, Google",0.1779
GOOGL,2023-08-04,05:45AM,The Big Risk Facing AI Stocks That Investors Can't Afford to Ignore,0.0026
GOOGL,2023-08-04,05:44AM,"1 Unstoppable Stock That Could Soar 1,063% to Join the $1 Trillion Club",0.1027
GOOGL,2023-08-04,04:40AM,TikTok unveils new measures ahead of EU Digital Services Act,0.0
GOOGL,2023-08-04,04:30AM,TikTok unveils new measures ahead of EU Digital Services Act,0.0
GOOGL,2023-08-03,10:25PM,AI Boom Fuels 487% Stock Surge for South Korean Family,0.0
GOOGL,2023-08-03,07:29PM,"Google Illegally Cut Contract Staffers Who Worked on AI, Union Alleges",-0.2732
GOOGL,2023-08-03,06:01PM,UPDATE 1-Judicial panel refuses to pause return of Texas lawsuit against Google,-0.2263
GOOGL,2023-08-03,06:00PM,"Apple iPhone sales drop more than forecast, revenue falls for third straight quarter",-0.0516
GOOGL,2023-08-03,03:04PM,Facebook owner Meta carries out threat to block news in Canada. Google plans to do the same,-0.743
GOOGL,2023-08-03,02:34PM,Judicial panel refuses to pause return of Texas lawsuit against Google,-0.2263
GOOGL,2023-08-03,02:28PM,Judicial panel refuses to pause return of Texas lawsuit against Google,-0.2263
GOOGL,2023-08-03,11:31AM,3 Game-Changing Technologies (Watch these stocks!),0.0
GOOGL,2023-08-03,10:32AM,"Tesla cars only reach half the range advertised, drivers claim",0.0258
GOOGL,2023-08-03,10:32AM,Elon Musk's Tesla faces legal battle with drivers over false advertising,-0.2732
GOOGL,2023-08-03,10:30AM,"News outfit AFP sues X/Twitter over the content it carries, and Elon Musks reaction is not wrong",0.3724
GOOGL,2023-08-03,10:09AM,Is Alphabet Stock a Buy Now?,0.0
GOOGL,2023-08-03,08:46AM,"Forget August's Notorious Past, Instead Buy 3 Growth Stocks",-0.296
GOOGL,2023-08-03,07:53AM,"Zacks Earnings Trends Highlights: Microsoft, Alphabet, Meta and Nvidia",0.0
GOOGL,2023-08-03,06:06AM,GMs Cruise says it's reached the robotaxi industry's first union agreements,0.3612
GOOGL,2023-08-03,06:00AM,GMs Cruise says it's reached the robotaxi industry's first union agreements,0.3612
GOOGL,2023-08-03,05:29AM,Elon Musks X sued by AFP for allegedly refusing to pay for news,-0.4767
GOOGL,2023-08-03,05:06AM,1 Stock-Split Stock to Buy Hand Over Fist in August and 1 to Avoid Like the Plague,0.5423
GOOGL,2023-08-03,12:39AM,"France's AFP sues Musk's X social media, cites refusal to discuss payment for news",0.0
GOOGL,2023-08-02,07:24PM,Earnings Estimates Reflect Stabilization,0.0
GOOGL,2023-08-02,03:58PM,"Why Nvidia, Microsoft, Alphabet, and Other AI Stocks Crumbled Today",0.0
GOOGL,2023-08-02,02:35PM,Big Money Still Buying These 9 Stocks After Huge Rally; Tesla Stock Is Among Them,0.3182
GOOGL,2023-08-02,11:39AM,20 Countries With the Highest Starting Salaries for Graduates,0.0
GOOGL,2023-08-02,10:05AM,Meta Platforms begins removing news content from Facebook and Instagram in Canada,0.0
GOOGL,2023-08-02,10:00AM,What Everyone Can Learn From 5 of the Biggest Company Failures in History,-0.4588
GOOGL,2023-08-02,08:30AM,"The Ultimate Growth Stocks to Buy With $1,000 Right Now",0.3818
GOOGL,2023-08-02,06:59AM,"Where to Invest $5,000 for the Next 20 Years",0.0
GOOGL,2023-08-02,06:53AM,Companies are coming up short when it comes to CFO succession,0.2023
GOOGL,2023-08-02,06:00AM,Microsoft Just Dropped a Big Hint on Its Most Important Business,0.2716
GOOGL,2023-08-02,05:48AM,Why UiPath Is One of the Market's Most Underappreciated AI Stocks,0.0
GOOGL,2023-08-02,05:30AM,Fortunes Global 500 is proof that even the biggest companies can be dethroned,0.0
GOOGL,2023-08-02,05:21AM,3 No-Brainer Stocks to Buy With $500 Right Now,0.0
GOOGL,2023-08-02,02:25AM,Q2 2023 Netlist Inc Earnings Call,0.0
GOOGL,2023-08-01,05:22PM,"TikTok, Reels, YouTube Shorts: Short-form video is 'attracting a lot of ad dollars,' says DoubleVerify CEO",0.4767
GOOGL,2023-08-01,01:30PM,Top 25 S&P 500 Stocks by Index Weight for August 2023,0.2023
